,Marka:,Seri:,Model:,Yıl:,Yakıt Tipi:,Vites Tipi:,Motor Hacmi:,Motor Gücü:,Kilometre:,İlan No:
3826, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3827, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3828, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3829, Skoda   , Fabia   , 1.4 Comfort   , 2002   , LPG & Benzin   , Düz   , 1397 cc   , 68 hp   , 240.000 km   ,
3830, Opel   , Ascona   , 1.6 LS   , 1988   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 230.000 km   ,
3831, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3832, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3833, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3834, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3835, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3836, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3837, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3838, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3839, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3840, Peugeot   , 306   , 1.6 XS   , 1997   , LPG & Benzin   , Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3841, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3842, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3843, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3844, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3845, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3846, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3847, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3848, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3849, Skoda   , Fabia   , 1.4 Comfort   , 2002   , LPG & Benzin   , Düz   , 1397 cc   , 68 hp   , 240.000 km   ,
3850, Opel   , Ascona   , 1.6 LS   , 1988   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 230.000 km   ,
3851, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3852, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3853, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3854, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3855, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3856, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3857, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3858, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3859, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3860, Peugeot   , 306   , 1.6 XS   , 1997   , LPG & Benzin   , Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3861, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3862, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3863, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3864, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3865, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3866, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3867, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3868, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3869, Honda   , Civic   , 1.6 ES   , 1999   , LPG & Benzin   , Düz   , 1590 cc   , 125 hp   , 236.000 km   ,
3870, Renault   , R 19   , 1.4 Europa RL   , 1997   , LPG & Benzin   , Düz   , 1401 - 1600 cm3   , 51 - 75 HP   , 232.000 km   ,
3871, Opel   , Astra   , 1.6 CDX   , 1998   , LPG & Benzin   , Otomatik   , 1598 cc   , 100 hp   , 228.000 km   ,
3872, Skoda   , Fabia   , 1.4 Comfort   , 2002   , LPG & Benzin   , Düz   , 1397 cc   , 68 hp   , 240.000 km   ,
3873, Opel   , Ascona   , 1.6 LS   , 1988   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 230.000 km   ,
3874, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3875, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3876, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3877, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3878, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3879, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3880, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3881, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3882, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3883, Peugeot   , 306   , 1.6 XS   , 1997   , LPG & Benzin   , Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3884, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3885, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3886, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3887, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3888, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3889, Volkswagen   , Golf   , 1.6 FSi Comfortline   , 2004   , Benzin   , Düz   , 1598 cc   , 115 hp   , 230.000 km   ,
3890, Honda   , Civic   , 1.6 ES   , 1999   , LPG & Benzin   , Düz   , 1590 cc   , 125 hp   , 236.000 km   ,
3891, Renault   , R 19   , 1.4 Europa RL   , 1997   , LPG & Benzin   , Düz   , 1401 - 1600 cm3   , 51 - 75 HP   , 232.000 km   ,
3892, Opel   , Astra   , 1.6 CDX   , 1998   , LPG & Benzin   , Otomatik   , 1598 cc   , 100 hp   , 228.000 km   ,
3893, Skoda   , Fabia   , 1.4 Comfort   , 2002   , LPG & Benzin   , Düz   , 1397 cc   , 68 hp   , 240.000 km   ,
3894, Opel   , Ascona   , 1.6 LS   , 1988   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 230.000 km   ,
3895, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3896, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3897, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3898, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3899, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3900, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3901, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3902, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3903, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3904, Peugeot   , 306   , 1.6 XS   ,,, Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3905, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3906, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3907, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3908, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3909, Volkswagen   , Golf   , 1.6 Trendline   , 1999   , LPG & Benzin   , Düz   , 1595 cc   , 101 hp   , 234.500 km   ,
3910, Renault   , Symbol   , 1.5 dCi Authentique   , 2008   , Dizel   , Düz   , 1461 cc   , 65 hp   , 237.000 km   ,
3911, Volkswagen   , Golf   , 1.6 FSi Comfortline   , 2004   , Benzin   , Düz   , 1598 cc   , 115 hp   , 230.000 km   ,
3912, Honda   , Civic   , 1.6 ES   , 1999   , LPG & Benzin   , Düz   , 1590 cc   , 125 hp   , 236.000 km   ,
3913, Renault   , R 19   , 1.4 Europa RL   , 1997   , LPG & Benzin   , Düz   , 1401 - 1600 cm3   , 51 - 75 HP   , 232.000 km   ,
3914, Opel   , Astra   , 1.6 CDX   , 1998   , LPG & Benzin   , Otomatik   , 1598 cc   , 100 hp   , 228.000 km   ,
3915, Skoda   , Fabia   , 1.4 Comfort   , 2002   , LPG & Benzin   , Düz   , 1397 cc   , 68 hp   , 240.000 km   ,
3916, Opel   , Ascona   , 1.6 LS   , 1988   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 230.000 km   ,
3917, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3918, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3919, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3920, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3921, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3922, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3923, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3924, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3925, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3926, Peugeot   , 306   , 1.6 XS   , 1997   , LPG & Benzin   , Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3927, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3928, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3929, Volkswagen   , Passat   , 1.6 TDi BlueMotion Highline   , 2017   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 63.000 km   , 16224840   
3930, BMW   , 5 Serisi   , 530xd Gran Turismo Premium   , 2011   , Dizel   , Yarı Otomatik   , 2501 - 3000 cm3   , 226 - 250 HP   , 350.000 km   , 16224785   
3931, Renault   , Megane   , 2.0 RXE   , 1999   , LPG & Benzin   , Otomatik   , 1598 cc   , 107 hp   , 163.000 km   , 15727565   
3932, Fiat   , Egea   , 1.3 Multijet Urban   , 2017   , Dizel   , Düz   , 1248 cc   , 95 hp   , 105.000 km   , 16064703   
3933, Volkswagen   , Polo   , 1.6 TDi Comfortline   , 2013   , Dizel   , Yarı Otomatik   , 1598 cc   , 90 hp   , 82.000 km   , 16218391   
3934, Dacia   , Sandero   , 1.5 dCi Stepway   , 2014   , Dizel   , Düz   , 1461 cc   , 90 hp   , 54.000 km   , 16229694   
3935, Volkswagen   , Passat Variant   , 1.6 TDi BlueMotion Comfortline   , 2017   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 105.000 km   , 16229258   
3936, Peugeot   , 301   , 1.6 HDi Active   , 2017   , Dizel   , Düz   , 1560 cc   , 93 hp   , 93.113 km   , 16228952   
3937, Volkswagen   , Passat   , 1.6 FSi Comfortline   , 2006   , Benzin   , Otomatik   , 1598 cc   , 115 hp   , 310 km   , 16227794   
3938, Renault   , Megane   , 1.6 Dynamique   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 115 hp   , 235.000 km   , 16227403   
3939, Opel   , Corsa   , 1.4 Essentia   , 2015   , LPG & Benzin   , Otomatik   , 1398 cc   , 90 hp   , 80.400 km   , 16226704   
3940, Opel   , Astra   , 1.6 Elegance   , 2003   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 260.000 km   , 15753703   
3941, Chevrolet   , Spark   , 1.0 SE   , 2011   , LPG & Benzin   , Düz   , 995 cc   , 66 hp   , 170.000 km   , 15740203   
3942, Fiat   , Egea   , 1.3 Multijet Urban   , 2017   , Dizel   , Düz   , 1248 cc   , 95 hp   , 67.314 km   , 16223472   
3943, Peugeot   , RCZ   , 1.6 THP Yearling   , 2011   , Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 151 - 175 HP   , 134.000 km   , 16223479   
3944, Mercedes - Benz   , C   , C 200 d BlueTEC AMG   , 2016   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 54.000 km   , 16223090   
3945, Fiat   , Albea   , Sole 1.3 Multijet Dynamic Plus   , 2010   , Dizel   , Düz   , 1248 cc   , 70 hp   , 200.000 km   , 16223085   
3946, Audi   , A6   , A6 Sedan 2.0 TDI   , 2012   , Dizel   , Yarı Otomatik   , 1801 - 2000 cm3   , 176 - 200 HP   , 147.000 km   , 16218068   
3947, Volkswagen   , Polo   , 1.4 TDi Trendline   , 2015   , Dizel   , Düz   , 1422 cc   , 75 hp   , 130.000 km   , 16203050   
3948, Volkswagen   , Passat   , 2.0 TDi Highline   , 2009   , Dizel   , Yarı Otomatik   , 1968 cc   , 140 hp   , 260.000 km   , 16164071   
3949, Volkswagen   , Golf   , 1.6 Primeline   , 2009   , LPG & Benzin   , Düz   , 1401 - 1600 cm3   , 101 - 125 HP   , 182.000 km   , 16164066   
3950, Volkswagen   , Golf   , 1.6 TDi Comfortline   , 2011   , Dizel   , Yarı Otomatik   , 1598 cc   , 105 hp   , 139.000 km   , 16222890   
3951, Ford   , Fiesta   , 1.6 Ti-VCT Trend X   , 2017   , LPG & Benzin   , Yarı Otomatik   , 1596 cc   , 105 hp   , 31.000 km   , 16149981   
3952, Fiat   , Egea   , 1.3 Multijet Easy   , 2016   , Dizel   , Düz   , 1248 cc   , 95 hp   , 98.000 km   , 16033480   
3953, Renault   , Clio   , 1.5 dCi Touch   , 2016   , Dizel   , Yarı Otomatik   , 1461 cc   , 90 hp   , 120.000 km   , 16221782   
3954, Opel   , Astra   , 1.6 Enjoy   , 2012   , LPG & Benzin   , Düz   , 1598 cc   , 115 hp   , 69.738 km   , 15953764   
3955, BMW   , 5 Serisi   , 520i M Sport   , 2014   , Benzin   , Otomatik   , 1592 cc   , 170 hp   , 91.500 km   , 16221577   
3956, Renault   , Clio   , 1.5 dCi Touch   , 2017   , Dizel   , Yarı Otomatik   , 1461 cc   , 90 hp   , 71.782 km   , 16221561   
3957, TofaÅŸ   , DoÄŸan   , SLX   ,,, Düz   , 1581 cc   , 83 hp   , 99.000 km   ,
3958, Volkswagen   , Polo   , 1.4 TDi Comfortline   , 2017   , Dizel   , Yarı Otomatik   , 1422 cc   , 90 hp   , 101.051 km   , 15963712   
3959, Opel   , Astra   , 1.6 CDTI Excellence   , 2016   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 58.000 km   , 15559377   
3960, Honda   , Civic   , 1.6 i-VTEC ECO Elegance   , 2016   , LPG & Benzin   , Otomatik   , 1598 cc   , 125 hp   , 124.000 km   , 16151670   
3961, Mercedes - Benz   , C   , C 180 BlueEFFICIENCY Avantgarde   , 2011   , Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 151 - 175 HP   , 134.000 km   , 16151669   
3962, Honda   , Civic   , 1.6 i-VTEC Premium   , 2011   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 129.000 km   , 16151667   
3963, Toyota   , Corolla   , 1.4 D-4D Elegant   , 2011   , Dizel   , Düz   , 1364 cc   , 90 hp   , 165.000 km   , 15910340   
3964, Opel   , Astra   , 1.6 Edition   , 2015   , LPG & Benzin   , Düz   , 1598 cc   , 115 hp   , 138.000 km   , 16173120   
3965, Opel   , Corsa   , 1.4 Enjoy   , 2015   , Benzin   , Yarı Otomatik   , 1201 - 1400 cm3   , 76 - 100 HP   , 47.030 km   , 16173119   
3966, Tofaş   , Doğan   , SLX ie   , 2000   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 63.495 km   , 16173118   
3967, Peugeot   , 106   , GTI   , 1998   , Benzin   , Düz   , 1587 cc   , 120 hp   , 219.000 km   , 16136278   
3968, Fiat   , Punto   , 1.3 Multijet Pop   , 2012   , Dizel   , Düz   , 1248 cc   , 75 hp   , 175.000 km   , 16220524   
3969, Peugeot   , 508   , 1.6 e-HDi Access   , 2015   , Dizel   , Yarı Otomatik   , 1560 cc   , 117 hp   , 87.000 km   , 16219681   
3970, Mercedes - Benz   , E   , 250 Elit   , 2013   , Benzin   , Otomatik   , 1991 cc   , 211 hp   , 90.000 km   , 16218974   
3971, Renault   , Fluence   , 1.5 dCi Touch Plus   , 2016   , Dizel   , Düz   , 1461 cc   , 90 hp   , 83.000 km   , 15736762   
3972, Volkswagen   , Jetta   , 1.6 TDi Highline   , 2012   , Dizel   , Yarı Otomatik   , 1598 cc   , 105 hp   , 145.000 km   , 16099280   
3973, Renault   , Fluence   , 1.5 dCi Business   , 2011   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 237.000 km   , 16098598   
3974, Renault   , R 21   , 1.7 GTS Manager   , 1992   , LPG & Benzin   , Düz   , 1721 cc   , 95 hp   , 279.000 km   , 16098437   
3975, Renault   , Fluence   , 1.5 dCi Touch   , 2016   , Dizel   , Düz   , 1461 cc   , 90 hp   , 18.059 km   , 16216728   
3976, Renault   , Clio   , 1.6 RTE   , 2000   , LPG & Benzin   , Düz   , 1598 cc   , 90 hp   , 231.000 km   , 16216631   
3977, Volkswagen   , Jetta   , 1.6 TDi Highline   , 2013   , Dizel   , Yarı Otomatik   , 1598 cc   , 105 hp   , 220.000 km   , 16216534   
3978, Fiat   , Tempra   , 1.6 ie SLX   , 1997   , LPG & Benzin   , Düz   , 1581 cc   , 90 hp   , 167.000 km   , 16216457   
3979, Volkswagen   , Passat   , 1.6 Trendline   , 2004   , Benzin   , Düz   , 1401 - 1600 cm3   , 101 - 125 HP   , 299.000 km   , 16017335   
3980, Nissan   , Micra   , 1.2 Street   , 2015   , Benzin   , Otomatik   , 1198 cc   , 80 hp   , 39.000 km   , 16216141   
3981, Volkswagen   , Golf   , 1.0 TSi Comfortline   , 2018   , Benzin   , Düz   , 999 cc   , 110 hp   , 31.000 km   , 16074275   
3982, Citroen   , C-Elysee   , 1.6 HDi Live   , 2017   , Dizel   , Düz   , 1560 cc   , 93 hp   , 122.500 km   , 15943936   
3983, Fiat   , Egea   , 1.3 Multijet Easy   , 2020   , Dizel   , Düz   , 1248 cc   , 95 hp   , 10 km   , 16215372   
3984, Ford   , Focus   , 1.6 TDCi Trend   , 2009   , Dizel   , Düz   , 1560 cc   , 90 hp   , 215.250 km   , 16215494   
3985, Dacia   , Sandero   , 1.5 dCi Stepway   , 2016   , Dizel   , Düz   , 1461 cc   , 90 hp   , 174.000 km   , 16215457   
3986, Renault   , Fluence   , 1.5 dCi Icon   , 2016   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 163.000 km   , 16119991   
3987, Volkswagen   , Jetta   , 1.6 TDi Comfortline   , 2011   , Dizel   , Yarı Otomatik   , 1598 cc   , 105 hp   , 188.000 km   , 16097555   
3988, Ford   , Fusion   , 1.4 TDCi Comfort   , 2005   , Dizel   , Düz   , 1399 cc   , 68 hp   , 186.000 km   , 15993709   
3989, Volkswagen   , Bora   , 1.6 Pacific   , 2005   , LPG & Benzin   , Düz   , 1595 cc   , 105 hp   , 371.000 km   , 16214807   
3990, Hyundai   , Accent Blue   , 1.6 CRDI Mode Plus   , 2016   , Dizel   , Düz   , 1582 cc   , 136 hp   , 170.000 km   , 16214614   
3991, Volkswagen   , Jetta   , 1.4 TSi Trendline   , 2012   , Benzin   , Yarı Otomatik   , 1390 cc   , 122 hp   , 196.000 km   , 16214606   
3992, Dacia   , Sandero   , 0.9 TCe Stepway Ambiance   , 2013   , Benzin   , Düz   , 898 cc   , 90 hp   , 84.000 km   , 16049593   
3993, Renault   , Scenic   , 1.5 dCi Privilege   , 2012   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 281.000 km   , 16213937   
3994, Toyota   , Auris   , 1.4 D-4D Advance Skypack   , 2013   , Dizel   , Yarı Otomatik   , 1364 cc   , 90 hp   , 110.500 km   , 16213642   
3995, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2013   , Dizel   , Yarı Otomatik   , 1598 cc   , 105 hp   , 139.000 km   , 16213601   
3996, Fiat   , Linea   , 1.3 Multijet Pop   , 2017   , Dizel   , Düz   , 1248 cc   , 95 hp   , 115.000 km   , 16213205   
3997, Hyundai   , Sonata   , 2.0 GLS   , 2005   , LPG & Benzin   , Otomatik   , 1997 cc   , 131 hp   , 220.000 km   , 16210352   
3998, Renault   , Fluence   , 1.5 dCi Business   , 2010   , Dizel   , Düz   , 1461 cc   , 85 hp   , 320.000 km   , 16210243   
3999, Renault   , Fluence   , 1.5 dCi Joy   , 2013   , Dizel   , Düz   , 1461 cc   , 90 hp   , 176.000 km   , 15891640   
4000, Hyundai   , i20   , 1.2 D-CVVT Jump   , 2014   , Benzin   , Düz   , 1248 cc   , 85 hp   , 127.000 km   , 15918398   
4001, BMW   , 3 Serisi   , 320i ED M Plus   , 2014   , Benzin   , Otomatik   , 1598 cc   , 170 hp   , 110.000 km   , 16208989   
4002, Volkswagen   , Polo   , 1.2 TSi Lounge   , 2015   , Benzin   , Düz   , 1197 cc   , 90 hp   , 71.500 km   , 16176632   
4003, Renault   , Megane   , 1.5 dCi Privilege   , 2008   , Dizel   , Düz   , 1461 cc   , 100 hp   , 204.000 km   , 16093833   
4004, BMW   , 3 Serisi   , 316i Technology   , 2014   , Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 145.000 km   , 16208249   
4005, Volkswagen   , Golf   , 1.4 TSi Highline   , 2018   , Benzin   , Yarı Otomatik   , 1395 cc   , 125 hp   , 27.000 km   , 16208248   
